id,book,alignments,ch_match
JK010746,0657IbnIbrahimIrbili.MudhakaraFiAlqab,19,2410
JK010748,0310IbnCabbasYazidi.Amali,1,180
JK010753,0449AbuCalaMacarri.MucjizAhmad,20,2666
JK010754,0468IbnAhmadWahidiNaysaburi.SharhDiwanMutanabbi,26,3521
JK010763,0573NashwanHimyari.KhulasatSiyar,7,1720
JK010765,0224QasimIbnSalam.Amthal,16,2246
JK010766,1102NurDinYusi.ZahrAkam,100,18652
JK010767,0276IbnQutaybaDinawari.AshribaWaIkhtilafFiha,7,1146
JK010768,0384IbnCaliTanukhi.Mustajad,27,7021
JK010770,0854IbnCarabshah.FakihatKhulafa,5,678
JK010777,0388IbnHasanHatimi.RisalaWadiha,10,1200
JK010778,1073YusufBadiciDimashqi.SubhMunabbi,35,6041
JK010779,0380IbnCabdRahmanIsbahani.Wadih,2,283
JK011024,0420IbnHasanTabib.Tashbihat,2,235
JK011032,0711IbnManzurIfriqi.SururNafs,54,9450
JK011034,0168MufaddalDabbi.AmthalCarab,8,1647
JK011044,0758NajmDinTarsusi.TuhfatTurk,3,514
JK011068,0833IbnJazari.ManaqibAsadGhalib,105,30482
JK011115,0281IbnAbiDunya.IkhlasWaNiyya,1,166
JK011184,0750IbnTurkamani.JawharNaqi,3,420
JK011225,1014MullaCaliQari.SharhMusnadAbiHanifa,8,1632
JK011273,0327AbuBakrKharaiti.IctilalQulub,32,9041
JK011302,0251IbnZanjawayh.Amwal,24,6479
JK011357,0277AbuHatimRazi.Zuhd,1,142
JK011358,0275AbuDawudSijistani.Zuhd,1,185
JK011365,0197WakicIbnJarrah.Zuhd,1,133
JK011404,0386IbnCumarHarbi.FawaidMuntaqa,1,89
JK011454,0430AbuNucaymIsbahani.TathbitImama,2,358
JK011455,0360AbuBakrAjurri.TahrimNard,1,116
JK011496,0381IbnCabdRahmanZuhri.Hadith,5,947
JK011499,0180IbnJacfarAnsari.HadithIsmacil,5,791
JK011516,0281IbnAbiDunya.DhammGhiba,1,149
JK011560,0360Tabarani.FadailRamy,3,287
JK011564,0301AbuBakrFaryabi.FadailQuran,2,530
JK011565,0224QasimIbnSalam.FadailQuran,4,593
JK011566,0294IbnDurays.FadailQuran,1,128
JK011593,0294IbnNasrMarwazi.MukhtasarQiyamLayl,2,352
JK011598,0327AbuBakrKharaiti.MasawiAkhlaq,4,529
JK011624,0348IbnSalmanNajjad.MusnadCumarIbnKhattab,3,539
JK011633,0340IbnAcrabiBasri.Mucjam,14,3903
JK011712,1004ShamsDinRamli.FatawaRamli,1,168
JK011743,1252IbnCabidinDimashqi.TanqihFatawa,3,499
Kraken2102182324111,0762IbnDurayhim.ManhajSawab,6,1893
Kraken2102182324112,0684IbnShaddad.TarikhMalikZahir,23,7502
Kraken2102231420141,0460Anonymous.DhakhairTuhaf,3,621
Kraken210223142017,0845Maqrizi.IghathaUmma,1,192
Kraken210323052137,1420MustafaAhmadZarqa.MadkhalFiqhi,2,638
Kraken21033119,0350Balawi.SiratAhmadIbnTulun,3,802
Kraken21040202,0808IbnKhaldun.ShifaSail,3,742
Kraken21040802,0973CabdWahhabShacrani.AnwarQudsiyya,1,193
Kraken21040812,0973CabdWahhabShacrani.Tanbih,1,172
Kraken21040823,0726Suqaci.Tali,3,1104
Kraken21041223,0748Adfuwi.Talic,11,7589
Kraken21042912,0940IbnKamalBasha.RujucShaykh,15,5399
Kraken21042921,0617Tadili.Tashawwuf,8,2528
Kraken21050420,0718AbuIshaqWatwat.MabahijFikar,247,85498
Kraken21050704,0709Tijani.TuhfatCarus,6,987
Kraken21052100,0517AbuTahirBaghdadi.QanunBalagha,13,1745
Kraken210528100217,0334Azdi.TarikhMawsil,460,157723
Kraken210528115855,0677IbnMuyassar.AkhbarMisr,62,17336
Kraken210615213257,0470MuayyadFiDinShirazi.Sira,7,2603
Kraken210622021806,0548IbnCabdKarimShahrastani.MafatihAsrar,34,10443
Kraken2106220218081,0322AbuHatimRazi.Zina,14,2368
Kraken210622021811,0322AbuHatimRazi.Islah,1,113
Kraken210630005153,0749IbnFadlAllahCumari.MasalikAbsar,803,233327
Kraken2107130858031,0711IbnManzurIfriqi.AkhbarAbiNuwas,10,1841
Kraken2107192213391,0243HarithMuhasibi.Ricaya,2,174
Kraken2107192213411,0763IbnNaqqash.Madhamma,8,1470
Kraken210719221518,0807IbnFurat.TarikhDuwal,757,235305
Kraken2107192215372,0738Jazari.HawadithZaman,72,26865
Kraken2108092202141,0200AbuGhanimKhurasani.MudawwanaKubra,3,575
Kraken210903002705,0351HamzaIsbahani.DurraFakhira,4,606
Kraken210904174302,0470MuayyadFiDinShirazi.Diwan,3,509
Kraken210904174303,0470MuayyadFiDinShirazi.Majalis,1,95
LMN20200820,0730ShaficIbnCali.HusnManaqib,26,14498
LMN20200928,0750IbnLuyunTujibi.InalaCilmiyya,2,571
Masaha0003164Vols,1389AghaBuzurgTihrani.TabaqatAclamShica,2,417
Masaha002999Vols,1373KashifGhita.TahrirMajalla,1,107
SAWS20200409,0381MuhammadIbnYusufCamiri.SacadaWaIscad,2,298
SHAM19Y23644,0654SibtIbnJawzi.MiratZaman,1569,387765
Sham19Y0000259,1346LuisShikhuYasuci.MajaniAdab,199,45496
Sham19Y0000760,0619AbuCabbasSharishi.SharhMaqamatHariri,182,37307
Sham19Y0001469,1347HasanSinawani.AslJamic,1,229
Sham19Y0001484,1349IbrahimMarighani.DalilHayran,1,390
Sham19Y0001729,0354IbnHibbanBusti.Sahih,151,43870
Sham19Y0001994,0744IbnCabdHadi.TabaqatCulama,4,523
Sham19Y0003742,1304AhmadFarisShidyaq.JasusCalaQamus,2,479
Sham19Y0005361,1348AhmadTaymurBasha.AwhamShucaraCarab,2,176
Sham19Y0005414,1346LuisShikhuYasuci.Nasraniyya,6,1265
Sham19Y0006538,1051IbnYunusBuhutiHanbali.MinahShafiyat,3,595
Sham19Y0006603,0739CalaDinIbnBalaban.TuhfatSadiq,4,795
Sham19Y0006684,0474IbnKhalafBaji.MuntaqaMinSharhMuwatta,17,3742
Sham19Y0007233,0783IbnHadida.MisbahMudi,179,57001
Sham19Y0007729,0911Suyuti.BahrAlladhiZakhar,1,145
Sham19Y0008889,0974IbnHajarHaytami.FathMubin,1,212
Sham19Y0009382,0799IbnShaykha.ShicarAbrar,1,679
Sham19Y0009763,1349MuhammadCabdCazizKhawli.AdabNabawi,1,385
Sham19Y0011151,0773BahaDinSubki.CarusAfrah,28,4275
Sham19Y0011194,0600CabdGhaniMuqaddasi.CumdatAhkam,8,1186
Sham19Y0011326,1317KhayrDinAlusi.FathAllahHamid,15,4655
Sham19Y0013223,0656IbnCabdQawiMundhiri.TarghibWaTarhib,106,24952
Sham19Y0013226,1184CisamDinCumari.RawdNadir,32,6248
Sham19Y0013231,0468IbnAhmadWahidiNaysaburi.TafsirBasit,106,19661
Sham19Y0013235,0379Zubaydi.TabaqatNahwiyyinWaLughawiyyin,4,548
Sham19Y0013241,0606IbnAthirMajdDin.Shafi,16,3351
Sham19Y0013246,0458AbuYaclaIbnFarra.MasailFiqhiyya,2,376
Sham19Y0013249,0244IbnSikkit.Alfaz,1,96
Sham19Y0013250,0597IbnJawzi.ManaqibImamAhmad,6,1313
Sham19Y0013252,0804IbnMulaqqin.Tawdih,448,120701
Sham19Y0013253,0536IbnCaliMazariTamimi.MuclimBiFawaidMuslim,2,335
Sham19Y0013257,0672IbnMalikJayyaniTai.SharhTashilFawaid,1,111
Sham19Y0013301,0643IbnYacish.SharhMufassal,5,1221
Sham19Y0013550,0716NajmDinTufi.Isharat,23,3667
Sham19Y0013572,0560WazirIbnHubayraShaybani.Ifsah,97,26832
Sham19Y0013577,0623AbuQasimRafici.SharhKabir,17,3877
Sham19Y0013605,0786ShamsDinKirmani.Kawakib,272,68331
Sham19Y0013609,0209MacmarIbnMuthanna.SharhNaqaidJarir,40,8862
Sham19Y0013614,0685NasirDinBaydawi.TuhfatAbrar,40,9455
Sham19Y0013631,0986IbnCaliFattani.MajmacBihar,13,2461
Sham19Y0013637,0776JamalDinSurramarri.NahjRashad,9,1914
Sham19Y0013665,0321IbnDuraydAzdi.Mujtana,4,826
Sham19Y0013666,0651Bunasi.KanzKuttab,61,16021
Sham19Y0013667,0855BadrDinCayni.NukhabAfkar,52,14881
Sham19Y0013680,0943CisamDinIsfarayini.Atwal,32,5219
Sham19Y0013769,0804IbnMulaqqin.IclamBiFawaid,26,5114
Sham19Y0013783,0808MuhammadDamiri.NajmWahhaj,18,3545
Sham19Y0013785,1240CuthmanIbnJamic.FawaidMuntakhabat,7,1327
Sham19Y0013900,0388AbuSulaymanKhattabi.BayanIcjazQuran,2,237
Sham19Y0013995,1205MurtadaZabidi.IdahMadarik,2,682
Sham19Y0014032,0732IbnCumarBurhanDinJacbari.RusukhAhbar,2,527
Sham19Y0014045,0880IbnAhmadShamsDinAsyuti.IthafAkhissa,32,7842
Sham19Y0014075,0723IbnFuwati.MajmacAdab,26,3954
Sham19Y0014080,0471CabdQahirJurjani.RisalaShafiya,2,1143
Sham19Y0014088,0724IbnCattar.IctiqadKhalis,13,2904
Sham19Y0014103,0510AbuKhattabKalwadhani.TamhidhFiUsulFiqh,1,178
Sham19Y0014114,0430AbuHasanHufi.Burhan,19,4124
Sham19Y0014119,0510IbnMascudBaghawi.MasabihSunna,67,16566
Sham19Y0014153,1189ShihabDinBacli.RawdNadi,3,471
Sham19Y0014197,1036AhmadBabaTanbukti.NaylIbtihaj,1,114
Sham19Y0014218,0684ShihabDinQarafi.IhkamFiTamyizFatawa,3,932
Sham19Y0014224,0724IbnCattar.CuddaFiSharhCumda,36,8557
Sham19Y0014249,1072IbnAhmadMayyaraFasi.DurrThamin,5,1108
Sham19Y0014252,0826IbnCiraqi.GhaythHamic,1,168
Sham19Y0014253,0544QadiCiyad.TanbihatMustanbita,1,278
Sham19Y0014275,0337IbnIshaqZajjaji.IshtiqaqAsmaAllah,4,500
Sham19Y0014283,1014MullaCaliQari.MawcizatHabib,6,1885
Sham19Y0014285,0189MuhammadShaybani.Asl,5,1259
Sham19Y0014299,0911Suyuti.CuqudZabarjad,4,495
Sham19Y0014309,1182IbnIsmacilSancani.Tahbir,76,22510
Sham19Y0014310,0520IbnRushdJadd.Masail,2,402
Sham19Y0014313,0899Rajraji.RafcNiqab,8,1265
Sham19Y0014323,0309KuracNaml.Muntakhab,10,2187
Sham19Y0014324,0772IbnHasanJamalDinIsnawi.HidayaIlaAwham,1,186
Sham19Y0014325,0710IbnRifca.Kifaya,18,3531
Sham19Y0014328,1348MuhammadSulaymanMansurpuri.RahmatCalamin,90,20925
Sham19Y0014404,0928MujirDinCulaymi.FathRahman,176,38965
Sham19Y0014442,0767KhalilIbnIshaq.Tawdih,3,754
Sham19Y0014443,0347IbnDurustawayh.TashihFasih,2,244
Sham19Y0014452,0794BadrDinZarkashi.IclamSajid,7,1359
Sham19Y0014462,0463IbnCabdBarr.TaqassiHadithFiMuwatta,12,2632
Sham19Y0014469,0616MuhibbDinCukbari.IttihafHadith,1,148
Sham19Y0014512,0458YahyaIbnSacidAntaki.Tarikh,6,1722
Sham19Y0014538,0319AbuQasimKacbi.QubulAkhbar,4,1036
Sham19Y0014555,0837IbnNajiTannukhi.Sharh,1,281
Sham19Y0014556,0899ZarruqShihabDinFasi.SharhZarruqCalaMatnRisala,1,123
Sham19Y0014580,0772IbnHasanJamalDinIsnawi.MuhimmatFiSharhRawda,1,320
Sham19Y0014591,0478AbuHasanLakhmi.Tabsira,2,245
Sham19Y0014592,1061NajmDinGhazzi.HusnTanabbuh,186,44529
Sham19Y0014601,1346KhalilAhmadSaharanpuri.BadhlMajhud,83,17446
Sham19Y0014608,0397IbnQassar.CuyunAdilla,1,190
Sham19Y0014757,0636AbuCabdAllahIbnCaskar.Iclam,2,230
Sham19Y0014786,0405CabdKarimNahshaliQayrawani.Mumtic,46,10205
Sham19Y0014827,0825IbnNurDin.TaysirBayan,6,1616
Sham19Y0015555,1300ReinhartDozy.TakmilatMacajimCarabiyya,4,421
Sham19Y0016362,0697IbnWasil.MufarrijKurub,124,34409
Sham19Y0016363,0809IbnDuqmaq.NuzhatAnam,76,23092
Sham19Y0016364,0717CabbasSafadi.NuzhatMalikWaMamluk,2,319
Sham19Y0016421,0501IbnMakkiSiqilli.TathqifLisan,5,1039
Sham19Y0016435,0467AbuQasimFarisi.SharhHamasa,35,4610
Sham19Y0016494,0625IbnCabdHaqqYafurani.Iqtidab,1,100
Sham19Y0016545,0231AbuNasrBahili.SharhDiwanDhiRumma,3,324
Sham19Y0016546,0370IbnCaliJassas.SharhMukhtasarTahawi,7,1361
Sham19Y0016550,0597CimadDinKatibIsfahani.BustanJamic,1,211
Sham19Y0016555,0774IbnKathir.MusnadCumarIbnKhattab,42,12825
Sham19Y0016584,0893IbnIsmacilShihabDinKurani.KawtharJari,270,70286
Sham19Y0016599,0734IbnSayyidNas.NafhShadhi,10,1594
Sham19Y0016618,1188ShamsDinSaffarini.LawaihAnwar,9,1999
Sham19Y0016636,0642IbnMawaq.BughyatNuqqad,4,516
Sham19Y0016684,0827BadrDinDamaminiMakhzumi.MasabihJamic,174,55106
Sham19Y0016714,0855BadrDinCayni.MaqasidNahwiyya,55,9503
Sham19Y0016727,1033MarciKarmi.IkhlasWidad,1,155
Sham19Y0016728,0771Subki.MucidNicam,1,84
Sham19Y0016759,0450AbuHasanMawardi.AmthalWaHikam,3,302
Sham19Y0016772,1088IbnAhmadKhalwati.HashiyaCalaMuntahaIradat,1,454
Sham19Y0016775,0377IbnAhmadFarisi.MasailBasriyyat,1,125
Sham19Y0016787,0413AbuMutarrifQunazici.TafsirMuwatta,1,139
Sham19Y0016817,0879IbnQutlubugha.MajmucRasail,2,355
Sham19Y0016826,0778NazirJaysh.TamhidQawacid,9,972
Sham19Y0016877,0806IbnHusaynZaynDinCiraqi.QurratCain,2,680
Sham19Y0016897,0953IbnTulun.TashyidIkhtiyar,1,246
Sham19Y0016928,0761IbnKaykaldiCalai.MajmucRasail,8,2138
Sham19Y0016934,0502CabdWahidRuyani.BahrMadhhab,32,6508
Sham19Y0016946,0388AbuSulaymanKhattabi.AclamHadith,35,8991
Sham19Y0016952,0749TaqiDinAdami.Munawwar,1,485
Sham19Y0016976,0727MuzhiriZaydani.Mafatih,59,13727
Sham19Y0017048,1228MahmudMaqdishSafaqsi.NuzhatAnzar,37,8742
Sham19Y0017063,0803SadrDinMunawi.KashfManahij,69,14956
Sham19Y0017077,0328IbnQasimAnbari.Addad,2,261
Sham19Y0017097,0920IbnKhalilZaynDinMalati.NaylAmal,1,104
Sham19Y0017101,1307Qannawji.Rihla,4,842
Sham19Y0017124,0581AbuMusaMadini.MajmucMughith,6,665
Sham19Y0017349,1307Qannawji.TajMukallal,7,1034
Sham19Y0017350,0734IbnCaliTajDinFakihani.RiyadAfham,15,2611
Sham19Y0017372,0902Sakhawi.JawahirWaDurar,3,543
Sham19Y0017387,0471CabdQahirJurjani.AsrarBalagha,17,3229
Sham19Y0017419,0883AbuBakrJuraci.TuhfatRakic,11,1946
Sham19Y0017437,1188ShamsDinSaffarini.KashfLitham,31,6041
Sham19Y0017442,0628IbnQattanFasi.IhkamNaza,4,949
Sham19Y0017458,0786ShamsDinKirmani.TahqiqFawaid,4,390
Sham19Y0017529,0909IbnCabdHadi.MacarifIncam,6,2051
Sham19Y0017530,0909IbnCabdHadi.SabbKhumul,3,644
Sham19Y0017531,0909IbnCabdHadi.TakhrijSaghirWaTahbirKabir,5,1661
Sham19Y0017533,0909IbnCabdHadi.IdahTuruqIstiqama,12,2178
Sham19Y0017535,0909IbnCabdHadi.Nihaya,2,368
Sham19Y0017581,0728IbnTaymiyya.Tisciniyya,27,10942
Sham19Y0017616,0656IbnCabdQawiMundhiri.MukhtasarSahihMuslim,85,30278
Sham19Y0017681,0521IbnMuhammadBatalyawsi.Iqtidab,8,1067
Sham19Y0017724,0911Suyuti.SharhShawahidMughni,66,10899
Sham19Y0017729,0581IbnKharratIshbili.AhkamSughra,54,13864
Sham19Y0017745,0804IbnMulaqqin.Mucin,4,465
Sham19Y0017747,1119IbnMuhammadMaghribi.BadrTamam,24,5284
Sham19Y0017757,0852IbnHajarCasqalani.BulughMaram,3,500
Sham19Y0017768,0428AbuHusaynQuduri.Tajrid,5,1047
Sham19Y0017791,0854IbnMalak.SharhMasabih,62,15138
Sham19Y0017796,1272HasanBaytar.IrshadCibad,2,404
Sham19Y0017798,0751IbnQayyimJawziyya.AclamMuwaqqicin,14,2919
Sham19Y0017806,1179AhmadShafici.IclamMultazam,3,480
Sham19Y0017807,0743SharafDinTibi.Khalasa,1,91
Sham19Y0017816,0756TaqiDinSubki.SayfMaslul,37,9229
Sham19Y0017817,0561CabdQadirJilani.Ghunya,10,1705
Sham19Y0017819,0328IbnQasimAnbari.MudhakkarWaMuannath,4,406
Sham19Y0017823,0643CaliSakhawi.SafarSacada,1,125
Sham19Y0017829,0756IbnYusufSaminHalabi.CumdatHuffaz,2,187
Sham19Y0017842,0636IbnKhalfunAzdi.Muclim,2,442
Sham19Y0017878,0902Sakhawi.AjwibaMurdiyya,14,2317
Sham19Y0017879,0510CawtabiSuhari.Ibana,14,2106
Sham19Y0017885,0510IbnMascudBaghawi.TahdhibFiqhShafici,4,913
Sham19Y0017903,0581IbnKharratIshbili.AhkamWusta,80,21719
Sham19Y0017904,0725Anonymous.DiwanHudhaliyyin,2,255
Sham19Y0017905,0606IbnAthirMajdDin.Badic,2,195
Sham19Y0017916,0761JamalDinIbnHisham.TakhlisShawahid,12,2119
Sham19Y0018100,0702IbnDaqiqCidQushayri.SharhIlmamBiAhadith,9,1664
Sham19Y0018103,0831ShamsDinBirmawi.Lamic,263,77729
Sham19Y0018106,0926ZakariyyaAnsari.MinhatBari,257,76980
Sham19Y0018115,0686IbnNazim.SharhAlfiyya,1,89
Sham19Y0018144,0316IbnIshaqIsfaraini.Musnad,110,29376
Sham19Y0018146,0673IbnBuzayza.RawdatMustabin,1,263
Sham19Y0018147,0736IbnDawadari.KanzDurar,592,185991
Sham19Y0018159,0751IbnQayyimJawziyya.TuruqHukmiyya,12,3744
Sham19Y0018169,0751IbnQayyimJawziyya.Furusiyya,10,1860
Sham19Y0018176,0911Suyuti.Tawshih,263,79313
Sham19Y0018194,0489Waqqashi.TacliqCalaMuwatta,6,1032
Sham19Y0018252,0335IbnAhmadTabari.AdabQadi,1,237
Sham19Y0018254,0650IbnMuhammadRadiDinSaghani.Takmila,11,1997
Sham19Y0018257,0360HamzaIsfahani.Tanbih,3,382
Sham19Y0018259,0792SadrDinIbnAbiCizzAdhraci.Tanbih,9,1672
Sham19Y0018260,0386IbnAbiZaydQayrawani.JamicFiSunan,4,893
Sham19Y0018262,0567IbnKhashshabBaghdadi.Murtajal,2,344
Sham19Y0018272,1070MuhammadKibrit.SirajMunir,15,2388
Sham19Y0018273,0639IbnKhabbaz.TawjihLamc,1,84
Sham19Y0018274,0874IbnImamKamiliyya.TaysirWusul,1,72
Sham19Y0018275,0521IbnMuhammadBatalyawsi.RasailFiLugha,2,404
Sham19Y0018285,0513AbuWafaIbnCaqil.Funun,8,2156
Sham19Y0018315,0911Suyuti.ZiyadatCalaMawducat,7,1270
Sham19Y0018318,0751IbnQayyimJawziyya.KalamCalaMasalatSamac,3,711
Sham19Y0018328,0728IbnTaymiyya.Istighatha,7,1402
Sham19Y0018337,0751IbnQayyimJawziyya.TibyanFiAqsamQuran,5,1026
Sham19Y0018493,0871MuhammadCuqbani.TuhfatNazir,6,3065
Sham19Y0018567,0403AbuCabdAllahHalimi.MinhajFiShucabIman,88,31415
Sham19Y0018568,0716NajmDinTufi.Tacyin,2,278
Sham19Y0018569,0661Turibishti.Muyassar,7,1025
Sham19Y0018607,0451IbnYunusSiqilli.JamicLiMasailMudawwana,20,3758
Sham19Y0018608,0499IbnSimnani.RawdatQudat,6,1064
Sham19Y0018609,0422QadiCabdWahhabThaclabi.SharhRisala,1,170
Sham19Y0018610,0756TaqiDinSubki.QadaArab,2,362
Sham19Y0018611,0852IbnHajarCasqalani.MuwafaqatKhubrKhabar,6,2188
Sham19Y0018612,0751IbnQayyimJawziyya.IghathatLahfan,14,3353
Sham19Y0018632,0751IbnQayyimJawziyya.IjtimacJuyush,5,1046
Sham19Y0019188,0682CabdRahmanIbnQudama.SharhKabir,18,3929
Sham19Y0019199,1067HajjiKhalifa.SullamWusul,14,2007
Sham19Y0019230,0805SirajDinBulqini.TadribFiFiqhShafici,1,328
Sham19Y0019235,0682SirajDinAzmawi.Tahsil,5,1184
Sham19Y0020561,0804IbnMulaqqin.CujalatMuhtaj,17,3281
Sham19Y0020562,0790IbnMusaGharnatiShatibi.SharhAlfiyyatIbnMalik,2,259
Sham19Y0020583,0708IbnIbrahimBaqquri.TartibFuruq,4,584
Sham19Y0020587,0728IbnTaymiyya.Iman,5,1068
Sham19Y0020589,1033MarciKarmi.GhayatMuntaha,1,204
Sham19Y0020590,0926ZakariyyaAnsari.FathCallam,1,141
Sham19Y0020591,1138IbnCabdHadiNurDinSindi.FathWadud,60,11676
Sham19Y0020594,0776JamalDinSurramarri.KhasaisSayyidCalamin,40,10071
Sham19Y0020638,0581IbnKharratIshbili.JamcBaynSahihayn,174,52741
Sham19Y0020643,1346CabdQadirBadran.Jawahir,4,620
Sham19Y0020699,0695AbuBarakatIbnMunajja.MumticFiSharhMuqnic,8,1927
Sham19Y0020762,0710IbnAydamurMustacsimi.DurrFarid,295,42063
Sham19Y0020868,1450IbrahimNahhas.JamicIbnHanbalCilalHadith,11,2399
Sham19Y0020878,1450KhalidRibat.JamicIbnHanbalFiqh,2,382
Sham19Y0020879,1450KhalidRibat.JamicIbnHanbalCaqida,8,1494
Sham19Y0020881,1450KhalidRibat.JamicIbnHanbalRijal,3,444
Sham19Y0020882,1450KhalidRibat.JamicIbnHanbalAdabWaZuhd,5,1069
Sham19Y0020891,0743SharafDinTibi.FutuhGhayb,218,42883
Sham19Y0020937,0436SharifMurtada.Amali,32,6070
Sham19Y0020944,0656IbnCabdQawiMundhiri.MukhtasarSunanAbiDawud,60,12723
Sham19Y0020966,0338AbuJacfarNahhas.QatcWaItinaf,2,318
Sham19Y0020983,0474IbnKhalafBaji.IsharaFiUsulFiqh,2,232
Sham19Y0020986,0335IbnWahbKatib.BurhanFiWujuhBayan,6,740
Sham19Y0020989,0832AbuTayyibFasi.CiqdThamin,273,72339
Sham19Y0020990,0654IbnShaccarMawsili.Qalaid,17,2715
Sham19Y0021525,0643IbnSalahShahrazuri.SharhMushkilWajiz,5,1087
Sham19Y0022797,0458Bayhaqi.ManaqibShafici,5,1041
Sham19Y0022884,0783IbnMajidMaqdisi.Muqarrar,14,2515
Sham19Y0023618,0873AbuZaydThacalibi.JawahirHisan,181,36942
Sham19Y0023625,1057IbnCallan.FutuhatRabbaniyya,41,7002
Sham19Y0026094,0510AbuKhattabKalwadhani.Hidaya,1,351
Sham19Y0026183,0370IbnBishrAmidi.Muwazana,51,9611
Sham19Y0029560,0947BamakhramaHimyari.QiladatNahr,147,27749
Sham19Y0029600,1069ShihabDinKhafaji.SharhDurratGhawwas,6,1090
Sham19Y0032181,0693ShihabDinKhuyi.AqsaAmal,1,110
Sham19Y0032194,1170IbnTayyibFasi.SharhKifaya,3,349
Sham19Y0032195,1232MuhammadSanbawiAmir.DawShumuc,4,1224
Sham19Y0032197,0957ShihabDinRamli.FathRahman,1,92
Sham19Y0032381,0762MughultayIbnQilij.DurrManzur,4,752
Sham19Y0032476,0831ShamsDinBirmawi.FawaidSaniyya,2,304
Sham19Y0035118,1314CabdAllahNadim.MajallatUstadh,1,220
Sham19Y0035312,0740CabdQahirTabrizi.ManzumaTabriziyya,1,163
Sham19Y0035453,0814IbnNahhas.TanbihGhafilin,4,727
Sham19Y0036110,0856IbnDawudHanbali.KanzAkbar,11,1552
Sham19Y0036111,0896AbuHamidMaqdisi.BadhlNasaih,33,14469
Sham19Y0036114,0255CabdAllahDarimi.Sunan,21,5389
Sham19Y0036116,1094IbnSacidMujaylidi.Taysir,2,893
Sham19Y0036128,0944IbnCaliIbnDaybacShaybani.BughratIrba,2,670
Sham19Y0036129,0550SaqatiMaliqi.AdabHisba,1,286
Sham19Y0037618,0852IbnHajarCasqalani.MatalibCaliyya,97,21954
Sham19Y0038171,1205MurtadaZabidi.TakhrijAhadithIhyaCulumDin,120,24301
Sham19Y0039268,0458Bayhaqi.MadkhalIlaCilmSunan,6,1288
Sham19Y0096629,1349CabdHamidFarahi.MufradatQuran,5,814
Sham19Y0120141,0430AswadGhundijani.AsmaKhaylCarab,2,174
Sham19Y0120143,0807IbnAhmarKhazraji.AclamMaghrib,8,994
Sham19Y0120145,0953IbnTulun.InbaUmara,6,1332
Sham19Y0120146,0625SafiDinHalabi.UnsMasjun,27,4074
Sham19Y0120922,0542IbnCaliDiyaDinIbnShajari.Amali,17,2730
Sham19Y0122096,1182IbnIsmacilSancani.Tanwir,25,5105
Sham19Y0122142,0794BadrDinZarkashi.TashnifMasamic,3,508
Sham19Y0122187,0471CabdQahirJurjani.DarjDurar,52,15590
Sham19Y0122232,0513AbuWafaIbnCaqil.WadihFiUsulFiqh,8,1264
Sham19Y0122236,0762MughultayIbnQilij.IsharaIlaSira,58,9612
Sham19Y0122255,0974IbnHajarHaytami.AshrafWasail,42,7906
Sham19Y0122256,0763IbnMuflihHanbaliMuqaddasi.UsulFiqh,2,315
Sham19Y0122257,0743SharafDinTibi.SharhMishkat,108,21502
Sham19Y0122397,0470IbnMuhammadIbnMandahIsbahani.Mustakhraj,34,7627
Sham19Y0122401,0543IbnCarabiIshbili.QabasFiSharhMuwatta,11,1631
Sham19Y0122402,0569AbuIshaqIbnQurqul.MatalicAnwar,6,782
Sham19Y0122406,0544QadiCiyad.IkmalMuclim,139,38464
Sham19Y0122409,0597IbnJawzi.Mujtaba,4,1317
Sham19Y0123510,0623AbuQasimRafici.SharhMusnadShafici,13,2453
Sham19Y0123581,0564CabdKhaliqIbnAsadHanafi.Mucjam,2,198
Sham19Y0123608,0852IbnHajarCasqalani.TalkhisHabir,22,3823
Sham19Y0123663,0899ZarruqShihabDinFasi.CuddatMurid,1,198
Sham19Y0123665,0543IbnCarabiIshbili.MasalikFiSharhMuwatta,13,2221
Sham19Y0124335,0328IbnQasimAnbari.SharhQasaidSabc,2,403
Sham19Y0124755,0646IbnCumarIbnHajibKurdi.Amali,2,232
Sham19Y0127656,0656AbuCabbasAnsariQurtubi.IkhtisarSahihBukhari,121,37292
Sham19Y0127657,0463IbnCabdBarr.MasailMustaghriba,2,444
Sham19Y0127660,0532IbnCabadaDani.Ima,7,1251
Sham19Y0127663,0458AbuYaclaIbnFarra.TacliqKabir,1,285
Sham19Y0127668,0902Sakhawi.Qanaca,14,4298
Sham19Y0127677,0911Suyuti.JamicKabir,563,135120
Sham19Y0127698,0928MujirDinCulaymi.TarikhMuctabar,160,35952
Sham19Y0127700,0797IbnCaquli.Rasf,101,26522
Sham19Y0127703,0660SultanCulamaCizzDinDimashqi.GhayaFiIkhtisarNihaya,1,135
Sham19Y0127713,1171CuthmanKamakhi.Muhayya,11,2247
Sham19Y0127717,0883AbuBakrJuraci.SharhMukhtasarUsulFiqh,3,721
Sham19Y0131003,0909IbnCabdHadi.DurrNaqi,2,170
Sham19Y0131336,0458Bayhaqi.Khilafiyyat,30,7314
Sham19Y0131521,0844IbnHusaynIbnRaslanRamli.SharhSunanAbiDawud,136,27421
Sham19Y0132403,0789IbnMuhibbSamit.SifatRabbCalamin,4,569
Sham19Y0132415,0893IbnIsmacilShihabDinKurani.DurarLawamic,11,2200
Sham19Y0132416,0817MajdDinFiruzabadi.SafarSacada,5,1037
